FID_,node_fid,Lon,Lat,Lon_m,Lat_m
,136,-73.039952456600005,42.679315734600003,1852341.672199999900000,2411727.862000000200000
,137,-72.989888967400006,42.592681852900000,1858623.187500000000000,2403304.043300000000000
,138,-72.985677309300002,42.589441151199999,1859043.573660000000000,2403034.752609999900000
,139,-72.977907028800004,42.584503651900000,1859791.311200000100000,2402650.990300000200000
,140,-72.904162617400004,42.764714154899998,1860784.198099999900000,2423645.697399999900000
,141,-72.908119618800001,42.763549287799997,1860503.010800000000000,2423441.874299999800000
,142,-72.652849658400001,42.598347865299999,1885147.389800000000000,2410557.358300000000000
,143,-72.650913572999997,42.593696188899997,1885427.026580000100000,2410091.429850000000000
,144,-72.651854457200002,42.590606130799998,1885436.593500000000000,2409737.736099999900000
,145,-72.737877299700003,42.814780970100003,1872557.957100000000000,2432341.104400000100000
,146,-72.723590495200000,42.812534703300003,1873745.800800000100000,2432379.188600000000000
,147,-72.668263732699998,42.626774137600002,1883155.650700000100000,2413333.743900000100000
,148,-72.666447264900000,42.633878938999999,1883106.277500000100000,2414140.038400000000000
,149,-72.795697702799998,42.584605858200000,1874215.442199999900000,2406241.727899999800000
,150,-72.711196090000001,42.802773901499997,1874988.119600000100000,2431565.514599999900000
,151,-72.709061690200002,42.804257569199997,1875116.279700000100000,2431768.464199999800000
,152,-72.758893092299999,42.580491858899997,1877240.047500000100000,2406521.965499999900000
,153,-72.760113184700003,42.581169059799997,1877125.142750000100000,2406571.309909999800000
,154,-72.760653819100000,42.582396921799997,1877049.119380000000000,2406693.797360000200000
,155,-72.761583493000003,42.593283660799997,1876680.920600000100000,2407856.134800000100000
,156,-73.060362994399995,42.658592130099997,1851280.817800000100000,2409081.170100000200000
,157,-73.055760762399998,42.657613398199999,1851671.139030000000000,2409064.614630000200000
,158,-73.048655057100007,42.659149263300002,1852192.345100000000000,2409369.764000000000000
,159,-72.885008607299994,42.716811946500002,1863586.134400000100000,2418825.202099999900000
,160,-72.884393402300006,42.715169769399999,1863678.953230000100000,2418659.142299999900000
,161,-72.883275834000003,42.708426745399997,1863948.780130000100000,2417949.653100000200000
,162,-72.881985805499994,42.701006076399999,1864250.499499999900000,2417170.041199999900000
,163,-72.797136518900004,42.809988767299998,1868012.439100000100000,2430655.293300000000000
,164,-72.802213387500004,42.813866900400001,1867507.128199999900000,2430976.015999999800000
,165,-72.742079358300003,42.660254341100000,1876410.751299999900000,2415503.857499999900000
,166,-72.739292957399996,42.651991872600000,1876854.830000000100000,2414662.926400000200000
,167,-72.661219861000006,42.598705666000001,1884475.465600000000000,2410430.143800000200000
,168,-72.662369633500006,42.595511920000000,1884471.289730000100000,2410061.068289999900000
,169,-72.666618073199999,42.591922376399999,1884232.684630000000000,2409587.634560000200000
,170,-72.668895328700003,42.584025729799997,1884267.030100000100000,2408686.279300000100000
,171,-72.987676460900005,43.022399666299997,1847284.151200000000000,2449964.243799999800000
,172,-72.989551660800004,43.016936865700004,1847282.892299999900000,2449335.361000000000000
,173,-72.906806805800002,42.561508650100002,1866040.151000000100000,2401549.645300000000000
,174,-72.907357601399994,42.563263591800002,1865949.322570000100000,2401729.238220000200000
,175,-72.908536338999994,42.565568450999997,1865793.970900000100000,2401956.167799999900000
,176,-72.955512822399996,42.574316450500000,1861838.228700000100000,2401984.046099999900000
,177,-72.953565556399994,42.575286241599997,1861966.426470000100000,2402127.428919999900000
,178,-72.946781689700003,42.577836806999997,1862435.232840000000000,2402537.117819999800000
,179,-72.946528018600006,42.577979118400002,1862451.501800000000000,2402557.531000000000000
,180,-72.792692502799994,42.586575859000000,1874400.087300000000000,2406514.669900000100000
,181,-73.032591186100007,42.672796065999997,1853098.342800000000000,2411163.876800000200000
,182,-73.030392045599996,42.666317894000002,1853445.610410000000000,2410503.771379999800000
,183,-73.027042783900001,42.657963663799997,1853934.104800000100000,2409662.522400000100000
,184,-72.585478304199995,42.632081074799999,1889557.264600000100000,2415552.304700000200000
,185,-72.794024130400004,42.765363192400002,1869463.649400000000000,2425877.666759999900000
,186,-72.818753993100003,42.820793767900000,1866015.135800000000000,2431402.193599999900000
,187,-72.820163946999998,42.814931420800001,1866062.098670000000000,2430738.832179999900000
,188,-72.818990221600004,42.808682593900002,1866323.345520000000000,2430084.291170000100000
,189,-72.819018925799995,42.806618565599997,1866376.783400000100000,2429859.914100000200000
,190,-72.957020581099997,42.978849125700002,1850864.746600000000000,2445837.792599999800000
,191,-72.955891667000003,42.975513431200000,1851043.117390000000000,2445498.036059999800000
,192,-72.955922248899995,42.974102458099999,1851078.557800000100000,2445344.424999999800000
,193,-72.844154001800007,42.828757902500001,1863796.466900000100000,2431767.349700000100000
,194,-72.844525038699999,42.828651747400002,1863770.057460000000000,2431748.561600000100000
,195,-72.789538770199997,42.613263064400002,1873928.390200000000000,2409471.348300000200000
,196,-72.790301240100007,42.618959330800003,1873714.103290000000000,2410074.113040000200000
,197,-72.790369976199997,42.619096993900001,1873704.944320000000000,2410087.688250000100000
,198,-72.790601971800001,42.619764331799999,1873668.553000000100000,2410155.491299999900000
,199,-72.923110430700007,42.871275574000002,1856424.629900000100000,2434832.817300000200000
,200,-72.919558381300007,42.870665029100003,1856721.140680000000000,2434835.994239999900000
,201,-72.911710960600004,42.868406372999999,1857400.674900000000000,2434744.384899999900000
,202,-72.809343380100003,42.671816141100003,1870780.096399999900000,2415431.556799999900000
,203,-72.814936720899993,42.658468193799997,1870698.236490000000000,2413873.791509999900000
,204,-72.815130914799994,42.658308271400003,1870687.197500000000000,2413852.624100000100000
,205,-72.888584942700007,42.732961683299997,1862868.898300000000000,2420506.806100000200000
,206,-72.888618135700000,42.729744211200000,1862952.861240000000000,2420157.165820000200000
,207,-72.960831182600003,42.969978257400001,1850802.597700000000000,2444801.554000000000000
,208,-72.958744047600007,42.965373055599997,1851090.483700000000000,2444342.775299999900000
,209,-72.706781555899994,42.812843103900001,1875063.358199999900000,2432744.154900000000000
,210,-72.703986755200006,42.810945503699998,1875335.270599999900000,2432593.598000000200000
,211,-72.934762030300007,42.801974093900000,1857366.833799999900000,2427088.594500000100000
,212,-72.921519358200001,42.790150692499999,1858729.888100000100000,2426065.049000000100000
,213,-72.930281243099998,43.023303535499998,1851776.462600000000000,2451179.281200000100000
,214,-73.023648994599995,42.838443363700001,1849373.676000000000000,2429311.223900000100000
,215,-73.020375569699993,42.837528588600001,1849656.476130000100000,2429275.688660000000000
,216,-73.016291391899998,42.835455696799997,1850034.255300000100000,2429130.306499999900000
,217,-72.829818330400002,42.822523968299997,1865095.543600000000000,2431372.607799999900000
,218,-72.823174927099998,42.818570367100001,1865726.341599999900000,2431074.301599999900000
,219,-72.715859149799996,42.662804142399999,1878414.552100000000000,2416298.327800000100000
,220,-72.715744349700003,42.662548742500000,1878430.551500000100000,2416272.904300000100000
,221,-72.818379117600003,42.674231541099999,1870000.505399999900000,2415515.682399999800000
,222,-72.818464138699994,42.673257386099998,1870020.079220000000000,2415408.356379999800000
,223,-72.693753353899993,42.844987377300001,1875218.943299999900000,2436485.595199999900000
,224,-72.700536889999995,42.841677176499999,1874773.898700000000000,2435992.948100000200000
,225,-72.652327663099996,42.685696682299998,1882814.188000000100000,2420037.511299999900000
,226,-72.655237864300005,42.681710881199997,1882692.572900000000000,2419547.764599999900000
,227,-72.932893433800004,42.871441106699997,1855648.709100000100000,2434659.704299999900000
,228,-72.896344538799994,42.607198325500001,1865639.425800000100000,2406712.079200000000000
,229,-72.891604235499997,42.610060456600003,1865937.609250000000000,2407115.650979999900000
,230,-72.891359706800003,42.610122259400001,1865955.300270000000000,2407127.156990000000000
,231,-72.886960904500000,42.611611395200001,1866263.376480000100000,2407375.083620000200000
,232,-72.885574935700006,42.613032860799997,1866334.806600000000000,2407556.509099999900000
,233,-72.617817910900001,42.558621460200001,1889000.321400000000000,2406945.911700000100000
,234,-72.615439911699994,42.569799262600000,1888884.180400000000000,2408205.021499999800000
,235,-72.761024904300001,42.758266292300000,1872260.900600000100000,2425757.781099999800000
,236,-72.755601102100002,42.753951757300001,1872805.883600000100000,2425396.843299999800000
,237,-72.968753192799994,43.091512146200003,1846920.690600000100000,2457826.544199999900000
,238,-72.964886457700004,43.083812145000003,1847431.108900000100000,2457066.785800000200000
,239,-72.848092596499995,42.730454483999999,1866135.555699999900000,2421029.311100000000000
,240,-72.855012198300003,42.719581281300002,1865881.910200000000000,2419714.161900000200000
,241,-72.896910004199995,42.613489927499998,1865425.384099999900000,2407383.541900000100000
,242,-72.881983273399996,42.621148709700002,1866400.563780000000000,2408507.480080000100000
,243,-72.880198534399995,42.622869862599998,1866495.456599999900000,2408729.245999999800000
,244,-72.744043570499997,42.852605776499999,1871047.541999999900000,2436320.195200000000000
,245,-72.768219975999997,42.808951966999999,1870321.957800000000000,2431111.625700000200000
,246,-72.769719509400005,42.800660766400000,1870427.874700000000000,2430183.169000000200000
,247,-72.782540771499995,42.657694339400003,1873280.865199999900000,2414428.008899999800000
,248,-72.788341248600005,42.650313645200001,1873021.692420000000000,2413513.244340000200000
,249,-72.788937572099996,42.646906670699998,1873066.617499999900000,2413131.999799999900000
,250,-72.965720564400002,42.678433469900000,1858236.580800000100000,2413081.324599999900000
,251,-72.970775475300002,42.672526120599997,1857995.233800000000000,2412341.552660000000000
,252,-72.970161058200006,42.664432194299998,1858260.912740000100000,2411475.375560000100000
,253,-72.969831232399997,42.664039467099997,1858297.536400000100000,2411439.213899999900000
,254,-72.899523212399998,42.705061544499998,1862755.157100000000000,2417266.055699999900000
,255,-72.898846411999997,42.702598943399998,1862874.898100000100000,2417012.193200000100000
,256,-72.683788946500002,42.775235164100003,1877897.718799999900000,2429121.374200000000000
,257,-72.681147729599999,42.773563644699998,1878151.532390000100000,2428992.373929999800000
,258,-72.674518943199999,42.768095363400001,1878823.150799999900000,2428530.636400000200000
,259,-72.925036356299998,42.744788883600002,1859671.003000000000000,2421075.796200000200000
,260,-72.927839755700006,42.736843682100002,1859662.981500000000000,2420159.072000000200000
,261,-72.801010379800005,42.697801879099998,1870736.964300000100000,2418413.763300000200000
,262,-72.789994910299995,42.702622080899999,1871477.245099999900000,2419153.375700000200000
,263,-72.822558930800000,42.863252375099997,1864569.328299999900000,2435931.305100000000000
,264,-72.822424813300003,42.863526397800001,1864572.509460000100000,2435963.648039999900000
,265,-72.820342914299999,42.883832963300001,1864188.720060000000000,2438206.235799999900000
